row,column,original,fixed,reason
1020,mean_systolic_bp,132.0825,132.08,小数桁丸め
1021,mean_systolic_bp,104.278,104.28,小数桁丸め
1022,mean_systolic_bp,110.25125,110.25,小数桁丸め
1023,mean_systolic_bp,107.172,107.17,小数桁丸め
1024,mean_systolic_bp,104.61625,104.62,小数桁丸め
1027,mean_systolic_bp,132.9457143,132.95,小数桁丸め
1029,mean_systolic_bp,134.6666667,134.67,小数桁丸め
1030,mean_systolic_bp,132.835,132.84,小数桁丸め
1031,mean_systolic_bp,103.6333333,103.63,小数桁丸め
1033,mean_systolic_bp,128.216,128.22,小数桁丸め
1034,mean_systolic_bp,130.2457143,130.25,小数桁丸め
1035,mean_systolic_bp,127.336,127.34,小数桁丸め
1036,mean_systolic_bp,123.256,123.26,小数桁丸め
1037,mean_systolic_bp,114.7625,114.76,小数桁丸め
1038,mean_systolic_bp,132.382,132.38,小数桁丸め
1039,mean_systolic_bp,97.61875,97.62,小数桁丸め
1040,mean_systolic_bp,135.8171429,135.82,小数桁丸め
1041,mean_systolic_bp,130.5816667,130.58,小数桁丸め
1043,mean_systolic_bp,125.475,125.48,小数桁丸め
1044,mean_systolic_bp,106.8516667,106.85,小数桁丸め
1045,mean_systolic_bp,105.48125,105.48,小数桁丸め
1046,mean_systolic_bp,109.13625,109.14,小数桁丸め
1047,mean_systolic_bp,105.524,105.52,小数桁丸め
1048,mean_systolic_bp,132.075,132.08,小数桁丸め
1049,mean_systolic_bp,134.3742857,134.37,小数桁丸め
1050,mean_systolic_bp,132.302,132.30,小数桁丸め
1051,mean_systolic_bp,124.202,124.20,小数桁丸め
1052,mean_systolic_bp,108.4866667,108.49,小数桁丸め
1053,mean_systolic_bp,123.3983333,123.40,小数桁丸め
1055,mean_systolic_bp,119.1028571,119.10,小数桁丸め
1056,mean_systolic_bp,113.5366667,113.54,小数桁丸め
1057,mean_systolic_bp,110.4825,110.48,小数桁丸め
1058,mean_systolic_bp,106.6066667,106.61,小数桁丸め
1059,mean_systolic_bp,130.6225,130.62,小数桁丸め
1060,mean_systolic_bp,124.8483333,124.85,小数桁丸め
1061,mean_systolic_bp,114.1833333,114.18,小数桁丸め
1062,mean_systolic_bp,132.6816667,132.68,小数桁丸め
1063,mean_systolic_bp,128.0616667,128.06,小数桁丸め
1064,mean_systolic_bp,129.468,129.47,小数桁丸め
1065,mean_systolic_bp,103.485,103.49,小数桁丸め
1066,mean_systolic_bp,132.382,132.38,小数桁丸め
1067,mean_systolic_bp,117.5725,117.57,小数桁丸め
1068,mean_systolic_bp,121.5033333,121.50,小数桁丸め
1069,mean_systolic_bp,105.5875,105.59,小数桁丸め
1071,mean_systolic_bp,128.5625,128.56,小数桁丸め
1072,mean_systolic_bp,126.566,126.57,小数桁丸め
1073,mean_systolic_bp,128.26875,128.27,小数桁丸め
1075,mean_systolic_bp,99.49666667,99.50,小数桁丸め
1077,mean_systolic_bp,107.625,107.63,小数桁丸め
1078,mean_systolic_bp,103.4166667,103.42,小数桁丸め
1079,mean_systolic_bp,130.275,130.28,小数桁丸め
1080,mean_systolic_bp,130.986,130.99,小数桁丸め
1082,mean_systolic_bp,113.3516667,113.35,小数桁丸め
1083,mean_systolic_bp,132.1883333,132.19,小数桁丸め
1084,mean_systolic_bp,131.614,131.61,小数桁丸め
1085,mean_systolic_bp,114.22875,114.23,小数桁丸め
1086,mean_systolic_bp,137.8366667,137.84,小数桁丸め
1087,mean_systolic_bp,108.5688889,108.57,小数桁丸め
1088,mean_systolic_bp,108.4642857,108.46,小数桁丸め
1090,mean_systolic_bp,138.2333333,138.23,小数桁丸め
1091,mean_systolic_bp,104.8171429,104.82,小数桁丸め
1092,mean_systolic_bp,106.4022222,106.40,小数桁丸め
1094,mean_systolic_bp,105.0085714,105.01,小数桁丸め
1095,mean_systolic_bp,97.074,97.07,小数桁丸め
1096,mean_systolic_bp,111.0816667,111.08,小数桁丸め
1097,mean_systolic_bp,95.884,95.88,小数桁丸め
1098,mean_systolic_bp,131.1155556,131.12,小数桁丸め
1099,mean_systolic_bp,112.8975,112.90,小数桁丸め
1100,mean_systolic_bp,112.34875,112.35,小数桁丸め
1101,mean_systolic_bp,117.368,117.37,小数桁丸め
1102,mean_systolic_bp,134.48125,134.48,小数桁丸め
1103,mean_systolic_bp,109.995,110.00,小数桁丸め
1105,mean_systolic_bp,135.8988889,135.90,小数桁丸め
1106,mean_systolic_bp,102.0257143,102.03,小数桁丸め
1107,mean_systolic_bp,111.6942857,111.69,小数桁丸め
1108,mean_systolic_bp,107.7342857,107.73,小数桁丸め
1109,mean_systolic_bp,117.0557143,117.06,小数桁丸め
1110,mean_systolic_bp,106.408,106.41,小数桁丸め
1111,mean_systolic_bp,122.1542857,122.15,小数桁丸め
1112,mean_systolic_bp,110.11125,110.11,小数桁丸め
1113,mean_systolic_bp,110.288,110.29,小数桁丸め
1114,mean_systolic_bp,107.6016667,107.60,小数桁丸め
1115,mean_systolic_bp,119.5557143,119.56,小数桁丸め
1116,mean_systolic_bp,120.152,120.15,小数桁丸め
1117,mean_systolic_bp,113.0133333,113.01,小数桁丸め
1118,mean_systolic_bp,128.3016667,128.30,小数桁丸め
1119,mean_systolic_bp,128.722,128.72,小数桁丸め
1120,mean_systolic_bp,128.332,128.33,小数桁丸め
1121,mean_systolic_bp,110.4971429,110.50,小数桁丸め
1122,mean_systolic_bp,105.6375,105.64,小数桁丸め
1123,mean_systolic_bp,126.036,126.04,小数桁丸め
1124,mean_systolic_bp,106.6066667,106.61,小数桁丸め
1125,mean_systolic_bp,127.8616667,127.86,小数桁丸め
1126,mean_systolic_bp,126.122,126.12,小数桁丸め
1127,mean_systolic_bp,129.1433333,129.14,小数桁丸め
1128,mean_systolic_bp,135.32875,135.33,小数桁丸め
1130,mean_systolic_bp,104.254,104.25,小数桁丸め
1132,mean_systolic_bp,131.23125,131.23,小数桁丸め
1134,mean_systolic_bp,124.3771429,124.38,小数桁丸め
1135,mean_systolic_bp,120.5422222,120.54,小数桁丸め
1137,mean_systolic_bp,111.7066667,111.71,小数桁丸め
1139,mean_systolic_bp,117.5122222,117.51,小数桁丸め
1140,mean_systolic_bp,127.18625,127.19,小数桁丸め
1141,mean_systolic_bp,129.46875,129.47,小数桁丸め
1144,mean_systolic_bp,113.1875,113.19,小数桁丸め
1145,mean_systolic_bp,122.0914286,122.09,小数桁丸め
1146,mean_systolic_bp,126.49375,126.49,小数桁丸め
1147,mean_systolic_bp,131.23125,131.23,小数桁丸め
1148,mean_systolic_bp,106.6066667,106.61,小数桁丸め
1149,mean_systolic_bp,106.6066667,106.61,小数桁丸め
1151,mean_systolic_bp,132.6783333,132.68,小数桁丸め
1152,mean_systolic_bp,108.46875,108.47,小数桁丸め
1153,mean_systolic_bp,109.9671429,109.97,小数桁丸め
1154,mean_systolic_bp,123.22875,123.23,小数桁丸め
1155,mean_systolic_bp,112.2266667,112.23,小数桁丸め
1156,mean_systolic_bp,103.60125,103.60,小数桁丸め
1159,mean_systolic_bp,118.844,118.84,小数桁丸め
1160,mean_systolic_bp,121.28625,121.29,小数桁丸め
1161,mean_systolic_bp,114.7057143,114.71,小数桁丸め
1162,mean_systolic_bp,129.635,129.64,小数桁丸め
1163,mean_systolic_bp,131.786,131.79,小数桁丸め
1164,mean_systolic_bp,107.4685714,107.47,小数桁丸め
1165,mean_systolic_bp,110.538,110.54,小数桁丸め
1166,mean_systolic_bp,134.922,134.92,小数桁丸め
1167,mean_systolic_bp,107.8557143,107.86,小数桁丸め
1169,mean_systolic_bp,111.8966667,111.90,小数桁丸め
1172,mean_systolic_bp,131.8233333,131.82,小数桁丸め
1173,mean_systolic_bp,116.2114286,116.21,小数桁丸め
1174,mean_systolic_bp,116.2575,116.26,小数桁丸め
1175,mean_systolic_bp,132.1166667,132.12,小数桁丸め
1176,mean_systolic_bp,104.3233333,104.32,小数桁丸め
1177,mean_systolic_bp,138.53375,138.53,小数桁丸め
1178,mean_systolic_bp,116.5977778,116.60,小数桁丸め
1181,mean_systolic_bp,129.64375,129.64,小数桁丸め
1182,mean_systolic_bp,115.9614286,115.96,小数桁丸め
1183,mean_systolic_bp,120.8916667,120.89,小数桁丸め
1184,mean_systolic_bp,106.606,106.61,小数桁丸め
1185,mean_systolic_bp,131.6285714,131.63,小数桁丸め
1186,mean_systolic_bp,112.644,112.64,小数桁丸め
1187,mean_systolic_bp,118.1144444,118.11,小数桁丸め
1188,mean_systolic_bp,127.2675,127.27,小数桁丸め
1189,mean_systolic_bp,132.1214286,132.12,小数桁丸め
1190,mean_systolic_bp,123.1177778,123.12,小数桁丸め
1192,mean_systolic_bp,126.5066667,126.51,小数桁丸め
1195,mean_systolic_bp,115.1077778,115.11,小数桁丸め
1196,mean_systolic_bp,110.79375,110.79,小数桁丸め
1197,mean_systolic_bp,109.3314286,109.33,小数桁丸め
1198,mean_systolic_bp,117.195,117.20,小数桁丸め
1199,mean_systolic_bp,110.495,110.50,小数桁丸め
1201,mean_systolic_bp,108.3266667,108.33,小数桁丸め
1204,mean_systolic_bp,136.6085714,136.61,小数桁丸め
1205,mean_systolic_bp,108.045,108.05,小数桁丸め
1206,mean_systolic_bp,127.444,127.44,小数桁丸め
1207,mean_systolic_bp,115.8157143,115.82,小数桁丸め
1209,mean_systolic_bp,102.3233333,102.32,小数桁丸め
1210,mean_systolic_bp,109.558,109.56,小数桁丸め
1212,mean_systolic_bp,109.27875,109.28,小数桁丸め
1213,mean_systolic_bp,132.9457143,132.95,小数桁丸め
1214,mean_systolic_bp,99.88166667,99.88,小数桁丸め
1215,mean_systolic_bp,137.928,137.93,小数桁丸め
1216,mean_systolic_bp,109.4985714,109.50,小数桁丸め
1217,mean_systolic_bp,108.045,108.05,小数桁丸め
1218,mean_systolic_bp,126.8966667,126.90,小数桁丸め
1219,mean_systolic_bp,107.4333333,107.43,小数桁丸め
1220,mean_systolic_bp,112.088,112.09,小数桁丸め
1221,mean_systolic_bp,133.9525,133.95,小数桁丸め
1222,mean_systolic_bp,131.6328571,131.63,小数桁丸め
1223,mean_systolic_bp,106.176,106.18,小数桁丸め
1224,mean_systolic_bp,109.846,109.85,小数桁丸め
1225,mean_systolic_bp,114.286,114.29,小数桁丸め
1227,mean_systolic_bp,110.8488889,110.85,小数桁丸め
1228,mean_systolic_bp,115.1077778,115.11,小数桁丸め
1230,mean_systolic_bp,128.528,128.53,小数桁丸め
1231,mean_systolic_bp,106.102,106.10,小数桁丸め
1232,mean_systolic_bp,129.4985714,129.50,小数桁丸め
1233,mean_systolic_bp,125.558,125.56,小数桁丸め
1234,mean_systolic_bp,132.8233333,132.82,小数桁丸め
1235,mean_systolic_bp,100.9055556,100.91,小数桁丸め
1236,mean_systolic_bp,123.0744444,123.07,小数桁丸め
1237,mean_systolic_bp,127.235,127.24,小数桁丸め
1238,mean_systolic_bp,93.9575,93.96,小数桁丸め
1239,mean_systolic_bp,128.216,128.22,小数桁丸め
1240,mean_systolic_bp,105.4375,105.44,小数桁丸め
1241,mean_systolic_bp,116.048,116.05,小数桁丸め
1242,mean_systolic_bp,125.4516667,125.45,小数桁丸め
1243,mean_systolic_bp,114.68875,114.69,小数桁丸め
1244,mean_systolic_bp,100.8933333,100.89,小数桁丸め
1245,mean_systolic_bp,108.7233333,108.72,小数桁丸め
1246,mean_systolic_bp,97.8025,97.80,小数桁丸め
1247,mean_systolic_bp,103.6333333,103.63,小数桁丸め
1248,mean_systolic_bp,110.176,110.18,小数桁丸め
1249,mean_systolic_bp,110.988,110.99,小数桁丸め
1250,mean_systolic_bp,111.146,111.15,小数桁丸め
1251,mean_systolic_bp,106.365,106.37,小数桁丸め
1252,mean_systolic_bp,126.36875,126.37,小数桁丸め
1253,mean_systolic_bp,123.7828571,123.78,小数桁丸め
1254,mean_systolic_bp,105.5933333,105.59,小数桁丸め
1255,mean_systolic_bp,114.7057143,114.71,小数桁丸め
1256,mean_systolic_bp,112.9966667,113.00,小数桁丸め
1257,mean_systolic_bp,135.252,135.25,小数桁丸め
1258,mean_systolic_bp,129.73875,129.74,小数桁丸め
1259,mean_systolic_bp,119.0983333,119.10,小数桁丸め
1260,mean_systolic_bp,126.2342857,126.23,小数桁丸め
1261,mean_systolic_bp,132.255,132.26,小数桁丸め
1262,mean_systolic_bp,103.192,103.19,小数桁丸め
1263,mean_systolic_bp,112.8975,112.90,小数桁丸め
1265,mean_systolic_bp,128.5166667,128.52,小数桁丸め
1266,mean_systolic_bp,110.214,110.21,小数桁丸め
1267,mean_systolic_bp,130.7325,130.73,小数桁丸め
1268,mean_systolic_bp,133.3942857,133.39,小数桁丸め
1269,mean_systolic_bp,134.8075,134.81,小数桁丸め
1270,mean_systolic_bp,138.3016667,138.30,小数桁丸め
1271,mean_systolic_bp,106.3175,106.32,小数桁丸め
1274,mean_systolic_bp,113.0277778,113.03,小数桁丸め
1275,mean_systolic_bp,110.5566667,110.56,小数桁丸め
1276,mean_systolic_bp,109.3544444,109.35,小数桁丸め
1277,mean_systolic_bp,131.598,131.60,小数桁丸め
1279,mean_systolic_bp,134.732,134.73,小数桁丸め
1280,mean_systolic_bp,120.0916667,120.09,小数桁丸め
1281,mean_systolic_bp,117.77125,117.77,小数桁丸め
1282,mean_systolic_bp,120.7485714,120.75,小数桁丸め
1283,mean_systolic_bp,131.8233333,131.82,小数桁丸め
1284,mean_systolic_bp,118.7825,118.78,小数桁丸め
1285,mean_systolic_bp,101.5425,101.54,小数桁丸め
1286,mean_systolic_bp,130.338,130.34,小数桁丸め
1287,mean_systolic_bp,127.1044444,127.10,小数桁丸め
1288,mean_systolic_bp,113.0577778,113.06,小数桁丸め
1289,mean_systolic_bp,111.6083333,111.61,小数桁丸め
1290,mean_systolic_bp,133.004,133.00,小数桁丸め
1291,mean_systolic_bp,116.2114286,116.21,小数桁丸め
1293,mean_systolic_bp,110.5766667,110.58,小数桁丸め
1294,mean_systolic_bp,132.395,132.40,小数桁丸め
1295,mean_systolic_bp,130.2457143,130.25,小数桁丸め
1297,mean_systolic_bp,128.9416667,128.94,小数桁丸め
1298,mean_systolic_bp,98.38777778,98.39,小数桁丸め
1300,mean_systolic_bp,124.3225,124.32,小数桁丸め
1301,mean_systolic_bp,123.9228571,123.92,小数桁丸め
1302,mean_systolic_bp,107.625,107.63,小数桁丸め
1303,mean_systolic_bp,95.63714286,95.64,小数桁丸め
1304,mean_systolic_bp,107.4866667,107.49,小数桁丸め
1306,mean_systolic_bp,106.542,106.54,小数桁丸め
1307,mean_systolic_bp,93.49285714,93.49,小数桁丸め
1308,mean_systolic_bp,124.1333333,124.13,小数桁丸め
1309,mean_systolic_bp,112.4766667,112.48,小数桁丸め
1310,mean_systolic_bp,128.2922222,128.29,小数桁丸め
1311,mean_systolic_bp,104.775,104.78,小数桁丸め
1312,mean_systolic_bp,128.5625,128.56,小数桁丸め
1313,mean_systolic_bp,132.452,132.45,小数桁丸め
1314,mean_systolic_bp,103.3775,103.38,小数桁丸め
1316,mean_systolic_bp,132.9457143,132.95,小数桁丸め
1317,mean_systolic_bp,130.9816667,130.98,小数桁丸め
1318,mean_systolic_bp,128.995,129.00,小数桁丸め
1319,mean_systolic_bp,110.0542857,110.05,小数桁丸め
1320,mean_systolic_bp,127.18625,127.19,小数桁丸め
1321,mean_systolic_bp,132.6783333,132.68,小数桁丸め
1323,mean_systolic_bp,128.5614286,128.56,小数桁丸め
1325,mean_systolic_bp,99.88166667,99.88,小数桁丸め
1326,mean_systolic_bp,99.4725,99.47,小数桁丸め
1327,mean_systolic_bp,119.3783333,119.38,小数桁丸め
1328,mean_systolic_bp,110.4555556,110.46,小数桁丸め
1329,mean_systolic_bp,123.4628571,123.46,小数桁丸め
1330,mean_systolic_bp,110.538,110.54,小数桁丸め
1332,mean_systolic_bp,111.6571429,111.66,小数桁丸め
1333,mean_systolic_bp,135.1977778,135.20,小数桁丸め
1334,mean_systolic_bp,131.9766667,131.98,小数桁丸め
1335,mean_systolic_bp,99.49666667,99.50,小数桁丸め
1336,mean_systolic_bp,100.69875,100.70,小数桁丸め
1337,mean_systolic_bp,122.795,122.80,小数桁丸め
1338,mean_systolic_bp,97.10857143,97.11,小数桁丸め
1339,mean_systolic_bp,127.5833333,127.58,小数桁丸め
1340,mean_systolic_bp,132.455,132.46,小数桁丸め
1341,mean_systolic_bp,111.6571429,111.66,小数桁丸め
1342,mean_systolic_bp,128.2366667,128.24,小数桁丸め
1343,mean_systolic_bp,128.2757143,128.28,小数桁丸め
1346,mean_systolic_bp,127.9316667,127.93,小数桁丸め
1347,mean_systolic_bp,130.4425,130.44,小数桁丸め
1348,mean_systolic_bp,100.9055556,100.91,小数桁丸め
1349,mean_systolic_bp,132.125,132.13,小数桁丸め
1350,mean_systolic_bp,134.4516667,134.45,小数桁丸め
1351,mean_systolic_bp,105.068,105.07,小数桁丸め
1353,mean_systolic_bp,108.6275,108.63,小数桁丸め
1354,mean_systolic_bp,132.28625,132.29,小数桁丸め
1355,mean_systolic_bp,113.0277778,113.03,小数桁丸め
1356,mean_systolic_bp,108.832,108.83,小数桁丸め
1357,mean_systolic_bp,130.58375,130.58,小数桁丸め
1358,mean_systolic_bp,109.1514286,109.15,小数桁丸め
1359,mean_systolic_bp,112.085,112.09,小数桁丸め
1360,mean_systolic_bp,126.3066667,126.31,小数桁丸め
1361,mean_systolic_bp,133.11875,133.12,小数桁丸め
1362,mean_systolic_bp,134.2566667,134.26,小数桁丸め
1363,mean_systolic_bp,103.6333333,103.63,小数桁丸め
1364,mean_systolic_bp,131.7528571,131.75,小数桁丸め
1365,mean_systolic_bp,107.5325,107.53,小数桁丸め
1366,mean_systolic_bp,119.2142857,119.21,小数桁丸め
1367,mean_systolic_bp,103.916,103.92,小数桁丸め
1368,mean_systolic_bp,130.64625,130.65,小数桁丸め
1369,mean_systolic_bp,100.1628571,100.16,小数桁丸め
1370,mean_systolic_bp,107.06875,107.07,小数桁丸め
1372,mean_systolic_bp,111.0128571,111.01,小数桁丸め
1373,mean_systolic_bp,132.7077778,132.71,小数桁丸め
1375,mean_systolic_bp,135.8171429,135.82,小数桁丸め
1376,mean_systolic_bp,126.922,126.92,小数桁丸め
1377,mean_systolic_bp,110.5566667,110.56,小数桁丸め
1378,mean_systolic_bp,129.9911111,129.99,小数桁丸め
1379,mean_systolic_bp,108.085,108.09,小数桁丸め
1380,mean_systolic_bp,122.652,122.65,小数桁丸め
1381,mean_systolic_bp,129.9911111,129.99,小数桁丸め
1382,mean_systolic_bp,131.1442857,131.14,小数桁丸め
1383,mean_systolic_bp,103.8866667,103.89,小数桁丸め
1384,mean_systolic_bp,108.2714286,108.27,小数桁丸め
1386,mean_systolic_bp,107.36625,107.37,小数桁丸め
1388,mean_systolic_bp,127.235,127.24,小数桁丸め
1389,mean_systolic_bp,127.2485714,127.25,小数桁丸め
1390,mean_systolic_bp,107.972,107.97,小数桁丸め
1391,mean_systolic_bp,135.224,135.22,小数桁丸め
1392,mean_systolic_bp,133.7183333,133.72,小数桁丸め
1393,mean_systolic_bp,106.2255556,106.23,小数桁丸め
1394,mean_systolic_bp,118.0642857,118.06,小数桁丸め
1395,mean_systolic_bp,120.1814286,120.18,小数桁丸め
1396,mean_systolic_bp,101.6375,101.64,小数桁丸め
1397,mean_systolic_bp,135.8171429,135.82,小数桁丸め
1398,mean_systolic_bp,120.1644444,120.16,小数桁丸め
1399,mean_systolic_bp,133.3366667,133.34,小数桁丸め
1400,mean_systolic_bp,104.4566667,104.46,小数桁丸め
1401,mean_systolic_bp,122.214,122.21,小数桁丸め
1402,mean_systolic_bp,110.538,110.54,小数桁丸め
1403,mean_systolic_bp,131.7633333,131.76,小数桁丸め
1404,mean_systolic_bp,105.068,105.07,小数桁丸め
1405,mean_systolic_bp,127.93125,127.93,小数桁丸め
1406,mean_systolic_bp,132.28625,132.29,小数桁丸め
1407,mean_systolic_bp,100.8033333,100.80,小数桁丸め
1409,mean_systolic_bp,133.3366667,133.34,小数桁丸め
1410,mean_systolic_bp,128.7142857,128.71,小数桁丸め
1411,mean_systolic_bp,111.3655556,111.37,小数桁丸め
1412,mean_systolic_bp,130.7325,130.73,小数桁丸め
1413,mean_systolic_bp,132.1214286,132.12,小数桁丸め
1414,mean_systolic_bp,112.5985714,112.60,小数桁丸め
1416,mean_systolic_bp,114.0285714,114.03,小数桁丸め
1417,mean_systolic_bp,119.1142857,119.11,小数桁丸め
1418,mean_systolic_bp,101.76625,101.77,小数桁丸め
1420,mean_systolic_bp,110.424,110.42,小数桁丸め
1421,mean_systolic_bp,130.254,130.25,小数桁丸め
1423,mean_systolic_bp,128.2357143,128.24,小数桁丸め
1424,mean_systolic_bp,127.2675,127.27,小数桁丸め
1426,mean_systolic_bp,107.98125,107.98,小数桁丸め
1427,mean_systolic_bp,121.1142857,121.11,小数桁丸め
1428,mean_systolic_bp,130.3466667,130.35,小数桁丸め
1429,mean_systolic_bp,121.5033333,121.50,小数桁丸め
1430,mean_systolic_bp,137.8366667,137.84,小数桁丸め
1431,mean_systolic_bp,126.4411111,126.44,小数桁丸め
1432,mean_systolic_bp,126.3744444,126.37,小数桁丸め
1433,mean_systolic_bp,104.2475,104.25,小数桁丸め
1434,mean_systolic_bp,132.6075,132.61,小数桁丸め
1435,mean_systolic_bp,133.3942857,133.39,小数桁丸め
1436,mean_systolic_bp,132.1166667,132.12,小数桁丸め
1437,mean_systolic_bp,117.77125,117.77,小数桁丸め
1438,mean_systolic_bp,106.0083333,106.01,小数桁丸め
1439,mean_systolic_bp,116.2114286,116.21,小数桁丸め
1440,mean_systolic_bp,111.1183333,111.12,小数桁丸め
1441,mean_systolic_bp,129.4942857,129.49,小数桁丸め
1442,mean_systolic_bp,132.345,132.35,小数桁丸め
1443,mean_systolic_bp,116.5111111,116.51,小数桁丸め
1444,mean_systolic_bp,133.7683333,133.77,小数桁丸め
1445,mean_systolic_bp,115.0871429,115.09,小数桁丸め
1446,mean_systolic_bp,122.1542857,122.15,小数桁丸め
1447,mean_systolic_bp,104.7388889,104.74,小数桁丸め
1448,mean_systolic_bp,123.256,123.26,小数桁丸め
1450,mean_systolic_bp,109.335,109.34,小数桁丸め
1451,mean_systolic_bp,124.3225,124.32,小数桁丸め
1452,mean_systolic_bp,119.3885714,119.39,小数桁丸め
1453,mean_systolic_bp,112.7157143,112.72,小数桁丸め
1454,mean_systolic_bp,111.0371429,111.04,小数桁丸め
1455,mean_systolic_bp,129.6575,129.66,小数桁丸め
1456,mean_systolic_bp,114.3916667,114.39,小数桁丸め
1457,mean_systolic_bp,116.5111111,116.51,小数桁丸め
1458,mean_systolic_bp,133.7183333,133.72,小数桁丸め
1460,mean_systolic_bp,125.0675,125.07,小数桁丸め
1461,mean_systolic_bp,107.905,107.91,小数桁丸め
1462,mean_systolic_bp,123.36625,123.37,小数桁丸め
1463,mean_systolic_bp,113.0725,113.07,小数桁丸め
1465,mean_systolic_bp,126.6566667,126.66,小数桁丸め
1466,mean_systolic_bp,121.0822222,121.08,小数桁丸め
1467,mean_systolic_bp,109.6225,109.62,小数桁丸め
1468,mean_systolic_bp,99.435,99.44,小数桁丸め
1469,mean_systolic_bp,125.0675,125.07,小数桁丸め
1471,mean_systolic_bp,107.4514286,107.45,小数桁丸め
1472,mean_systolic_bp,105.2057143,105.21,小数桁丸め
1473,mean_systolic_bp,122.0083333,122.01,小数桁丸め
1475,mean_systolic_bp,126.8866667,126.89,小数桁丸め
1476,mean_systolic_bp,130.9855556,130.99,小数桁丸め
1477,mean_systolic_bp,126.0314286,126.03,小数桁丸め
1478,mean_systolic_bp,102.1683333,102.17,小数桁丸め
1479,mean_systolic_bp,95.63714286,95.64,小数桁丸め
1480,mean_systolic_bp,106.8416667,106.84,小数桁丸め
1481,mean_systolic_bp,101.0244444,101.02,小数桁丸め
1482,mean_systolic_bp,105.6314286,105.63,小数桁丸め
1483,mean_systolic_bp,133.3383333,133.34,小数桁丸め
1484,mean_systolic_bp,127.3683333,127.37,小数桁丸め
1485,mean_systolic_bp,130.316,130.32,小数桁丸め
1486,mean_systolic_bp,124.3666667,124.37,小数桁丸め
1488,mean_systolic_bp,92.37571429,92.38,小数桁丸め
1489,mean_systolic_bp,117.5122222,117.51,小数桁丸め
1490,mean_systolic_bp,110.9533333,110.95,小数桁丸め
1491,mean_systolic_bp,110.3842857,110.38,小数桁丸め
1492,mean_systolic_bp,107.056,107.06,小数桁丸め
1493,mean_systolic_bp,127.2214286,127.22,小数桁丸め
1494,mean_systolic_bp,128.426,128.43,小数桁丸め
1495,mean_systolic_bp,110.11125,110.11,小数桁丸め
1497,mean_systolic_bp,113.0577778,113.06,小数桁丸め
1498,mean_systolic_bp,126.036,126.04,小数桁丸め
1499,mean_systolic_bp,128.5625,128.56,小数桁丸め
1500,mean_systolic_bp,124.3225,124.32,小数桁丸め
1501,mean_systolic_bp,125.6716667,125.67,小数桁丸め
1502,mean_systolic_bp,107.8557143,107.86,小数桁丸め
1503,mean_systolic_bp,110.235,110.24,小数桁丸め
1504,mean_systolic_bp,119.2142857,119.21,小数桁丸め
1505,mean_systolic_bp,133.778,133.78,小数桁丸め
1506,mean_systolic_bp,109.6766667,109.68,小数桁丸め
1507,mean_systolic_bp,121.5233333,121.52,小数桁丸め
1509,mean_systolic_bp,130.58375,130.58,小数桁丸め
1510,mean_systolic_bp,136.0628571,136.06,小数桁丸め
1511,mean_systolic_bp,104.7428571,104.74,小数桁丸め
1512,mean_systolic_bp,100.8483333,100.85,小数桁丸め
1513,mean_systolic_bp,118.2083333,118.21,小数桁丸め
1514,mean_systolic_bp,113.1033333,113.10,小数桁丸め
1515,mean_systolic_bp,102.78375,102.78,小数桁丸め
1516,mean_systolic_bp,135.344,135.34,小数桁丸め
1517,mean_systolic_bp,133.7957143,133.80,小数桁丸め
1518,mean_systolic_bp,122.0083333,122.01,小数桁丸め
1519,mean_systolic_bp,127.706,127.71,小数桁丸め
1520,mean_systolic_bp,105.114,105.11,小数桁丸め
1522,mean_systolic_bp,113.1033333,113.10,小数桁丸め
1523,mean_systolic_bp,105.655,105.66,小数桁丸め
1524,mean_systolic_bp,103.8866667,103.89,小数桁丸め
1526,mean_systolic_bp,130.9855556,130.99,小数桁丸め
1527,mean_systolic_bp,105.6111111,105.61,小数桁丸め
1528,mean_systolic_bp,99.405,99.41,小数桁丸め
1529,mean_systolic_bp,131.9255556,131.93,小数桁丸め
1530,mean_systolic_bp,115.6366667,115.64,小数桁丸め
1531,mean_systolic_bp,130.9316667,130.93,小数桁丸め
1532,mean_systolic_bp,129.46875,129.47,小数桁丸め
1533,mean_systolic_bp,104.7688889,104.77,小数桁丸め
1534,mean_systolic_bp,100.69875,100.70,小数桁丸め
1535,mean_systolic_bp,124.674,124.67,小数桁丸め
1537,mean_systolic_bp,128.995,129.00,小数桁丸め
1538,mean_systolic_bp,104.88375,104.88,小数桁丸め
1539,mean_systolic_bp,127.2266667,127.23,小数桁丸め
1540,mean_systolic_bp,134.9575,134.96,小数桁丸め
1544,mean_systolic_bp,105.4071429,105.41,小数桁丸め
1545,mean_systolic_bp,101.6375,101.64,小数桁丸め
1546,mean_systolic_bp,128.528,128.53,小数桁丸め
1547,mean_systolic_bp,99.662,99.66,小数桁丸め
1548,mean_systolic_bp,128.00375,128.00,小数桁丸め
1549,mean_systolic_bp,125.122,125.12,小数桁丸め
1551,mean_systolic_bp,115.822,115.82,小数桁丸め
1552,mean_systolic_bp,124.3771429,124.38,小数桁丸め
1553,mean_systolic_bp,114.7057143,114.71,小数桁丸め
1554,mean_systolic_bp,131.7633333,131.76,小数桁丸め
1555,mean_systolic_bp,123.4628571,123.46,小数桁丸め
1556,mean_systolic_bp,102.2183333,102.22,小数桁丸め
1557,mean_systolic_bp,110.4685714,110.47,小数桁丸め
